ra,dec,parallax,g_mag,bp_rp
305.9134178366018,38.44318753357786,0.4979262542595947,18.542955,2.1018658
305.9049318419669,38.41841540459758,0.4980628294859145,15.910642,2.5519114
305.82022164755557,38.49132979365957,0.49825917891755106,19.038904,2.5189037
305.8131942977482,38.514796500027586,0.49835143942474885,15.354312,1.9014664
306.0279743848978,38.482377111771214,0.4985771742004278,20.824224,2.2313366
305.9186810674077,38.4090876003464,0.49892986906344855,19.879776,2.788805
305.8444112875943,38.46673667633286,0.49895855757467883,18.662966,1.8443356
306.03165741600066,38.472127714895194,0.4989697765951802,19.20809,2.1846523
306.0181549082305,38.544661367122934,0.49912547693652287,20.569653,2.1005516
305.91014521103574,38.47569737121601,0.4993989621121774,16.86208,1.8949614
305.85587226249083,38.57237260427903,0.5003574213022769,18.111252,1.9243317
305.89195091350166,38.496855263938976,0.5006705490307942,19.191324,2.1556644
305.8319366964708,38.54169929082159,0.5012422859495984,19.680805,2.4722385
305.79358444684635,38.4910620531159,0.5014044282233229,20.606737,2.3510017
305.87879215377967,38.4566575337001,0.5018582972568935,19.951645,2.9036293
305.8142762826273,38.51565850078197,0.5021965894416909,17.271784,2.0242882
306.00242058787904,38.55471396852078,0.502405771720851,19.249624,3.2339363
305.8144096219232,38.5263286302624,0.503293559339733,19.909899,2.499548
305.945512679793,38.53152591748989,0.5035535704113885,19.265293,2.278534
305.870141024735,38.556832380488366,0.5038228085548909,17.106966,2.995902
305.84433348438836,38.46814174016108,0.503862450189471,17.746626,2.361967
306.00254880920727,38.444424819238755,0.503911627534917,17.320202,2.4638824
306.0001879068445,38.43104234639907,0.5050659419294854,19.138424,2.6353703
305.8370293811107,38.46195508768757,0.5052684316804945,18.445541,2.2694645
306.0102504687149,38.49078544814566,0.5058627995952067,17.86584,2.1480541
305.84323065707474,38.56706101495797,0.5060393697856923,18.056084,1.9791241
305.94522086909944,38.54097248599725,0.50633209935513,16.745401,1.8744307
305.9946834236889,38.43253411964146,0.5063346924882491,11.446881,1.4735575
305.8071294687357,38.53456802427614,0.5070383277358178,18.451109,2.8361034
305.84973901786583,38.42785591223543,0.5072504075644698,20.412025,2.809744
305.96821421720574,38.51476514647003,0.5072670388847733,20.118847,2.701397
305.9368082501528,38.577673941700745,0.5075349243939901,16.040056,1.6899986
305.99036357510954,38.58301756155776,0.5075838523543764,20.447775,2.55237
306.01242122490413,38.44543465250164,0.5077215274442846,20.027681,2.6150513
306.02440855124496,38.497435742389534,0.5078991280960018,17.551132,2.0063076
305.9805039325667,38.55741621429445,0.5086931937448953,20.007763,2.7341537
306.0482134269298,38.52458433445409,0.5091712606113131,17.245686,1.8427944
305.8124139885784,38.54260146507131,0.510590936827721,20.269636,2.7260628
305.819907346593,38.428225328389075,0.510710229519548,18.636787,1.8331528
305.92073488539427,38.4803859471379,0.5107414104540585,19.782763,2.9250565
305.99864322875067,38.52738892906101,0.5109453425155627,15.047012,1.378252
305.8847036552349,38.429453864417255,0.5110184518977449,17.6199,2.1976452
305.92951598891534,38.500173625868385,0.5111718428066254,15.101278,1.5542927
305.9291402108907,38.48731866003806,0.511443103666649,16.622908,2.2548704
305.8917372068013,38.46353260397074,0.5118988418445171,19.703411,2.68124
305.9988089672541,38.53932947245708,0.5130387624311181,19.773531,3.3398552
305.9712958159723,38.47277503124777,0.5134212498571881,11.206227,3.0894794
305.9691677349254,38.47947653426786,0.5143568422853592,17.07105,1.9568329
305.84549218792796,38.51719034080892,0.514926585575133,15.846601,1.684288
305.8759011117682,38.50051602776282,0.5155960309444025,20.245796,1.8539162
305.8888267145046,38.4886172327002,0.5161153034344337,20.153664,2.0528164
305.9281169588598,38.444663741289325,0.5165856368463524,20.547337,2.6617527
305.8162669609936,38.452939279280024,0.5178006854996418,15.972897,1.4650545
305.9665018861991,38.467351370947625,0.5185977960411571,18.793926,2.2339
305.9302508846181,38.392702213385284,0.5190905261749029,19.110561,2.519905
305.8977520820753,38.445625743716015,0.5202745479884222,20.225588,2.0622082
305.96650700405183,38.43825454792826,0.5205412910760392,19.751877,2.2942944
305.8862271892495,38.4914923564418,0.5206807654754433,19.242079,2.8662052
305.89021549615853,38.55685549823669,0.521603406180905,16.458857,1.7942543
305.92073100062953,38.45992440504679,0.5221737714214207,19.275984,2.8070278
305.90362864612035,38.43117005655745,0.5225487763170411,13.828548,2.0999756
305.9641591711336,38.43369615239725,0.5229608602239116,18.62253,2.6593723
306.0439129531548,38.44902133830233,0.5232029925735319,16.267637,1.9488611
305.8349423981495,38.50833699213053,0.5234818910186962,18.70997,2.6445866
305.8382052386096,38.49359039806281,0.5235405275427761,20.115263,2.059805
305.79486622118867,38.498554554894646,0.5239673124233519,19.725271,2.53763
305.8733021788191,38.4026458372927,0.5250500155099076,15.394545,1.5158911
305.88315488320967,38.453733832554754,0.526385036635954,18.734962,2.531393
305.83142680968143,38.42621805741023,0.5265708576539452,20.400259,3.2523003
305.8161185759282,38.517282969857455,0.5266757679926863,20.469591,2.4354153
305.84842091583175,38.49714099449676,0.5269803555092165,20.490175,2.2010727
305.86089281504024,38.43811722810457,0.5272671886773325,17.037086,1.6915741
305.8971445626983,38.50403781415427,0.5275921641039191,18.256466,1.9529133
305.82054758194937,38.43374946721054,0.5277222565279952,18.22563,2.3829937
305.918853001025,38.391369740745986,0.5277927547027179,19.762424,2.179451
305.9993565780834,38.41845533541636,0.5284883013548649,20.351954,2.6496792
305.98884989126503,38.439274143981315,0.5286250078672224,19.109049,3.0604076
305.92197437903314,38.576926592857305,0.5289989073339585,19.844606,2.7720833
305.87394710737584,38.42439949332842,0.5290620967953742,18.636293,2.7312622
305.9536948203229,38.501027637649095,0.5291678620021092,11.80076,1.1957483
305.9900703276848,38.53406968131322,0.5298972528382397,14.275703,1.3780565
305.82551771262956,38.49809630859881,0.5304598306076864,18.720695,2.7045631
306.0213106933145,38.430036714066134,0.5305527878994646,19.021143,2.5402622
305.99173581975276,38.538523901327935,0.5307155907518843,18.859959,2.60853
305.8899338949838,38.53202080318772,0.5314894819130124,16.868864,1.7878904
305.9486647065137,38.48907093981544,0.5315558579321165,17.450064,1.9891644
306.0244988834632,38.53822725451843,0.5326295272577548,19.022173,1.993391
305.878462266286,38.5246789169307,0.533052574676321,20.500664,2.0736656
