ra,dec,parallax,g_mag,bp_rp
81.07155031136797,-24.527902556170176,-13.337569107835781,19.5722,0.76763916
81.07373520864596,-24.543770560284994,-10.466271060915183,20.831339,1.3192291
81.01271764989048,-24.553169410278926,-10.249494376177587,20.853672,0.91444206
81.05696662282776,-24.556277548492687,-10.142245064081242,20.529755,-1.106287
81.03158997595094,-24.49216448109783,-10.015250408539773,20.804901,0.62953186
81.03158921799763,-24.55459765409816,-9.632351417007696,20.661383,0.8480396
81.04296025220668,-24.526928873966487,-9.230535359600804,17.718788,0.7941923
81.01197720770716,-24.510337539380416,-7.856696120796325,20.493464,0.65527153
81.02999816469735,-24.51202868036433,-7.691814075908978,19.570585,2.1826344
81.05973322800521,-24.516241853593428,-7.548541409560289,19.581903,0.82951164
81.02589330492812,-24.532490709602442,-7.5003217838025,20.040741,0.8925438
81.05967819333866,-24.468355242403916,-7.405994855663968,20.243122,1.1804142
81.0286923952519,-24.523740255322654,-7.1273772830144715,19.168762,0.63043404
81.03262415689288,-24.5173591670325,-6.8940028212889874,19.002926,0.71678543
81.08665252291277,-24.531286838188336,-6.683263384038207,20.544214,0.7634659
81.00581309181314,-24.5413529858268,-6.6535444383699485,20.450907,0.726284
81.03806629960356,-24.5277143183415,-6.631826856613898,18.530548,0.77993965
81.06000899394948,-24.530252748789692,-6.52293066518565,19.564299,0.6769924
81.07105442068382,-24.527202711228394,-6.475649724261652,19.916685,0.61527824
81.02061870661403,-24.493865313669342,-6.076681001513924,20.920609,0.5302372
81.05700687328275,-24.544024526496734,-6.048889987981631,19.972105,0.66918755
81.01705220612214,-24.53868778199506,-6.045653576698116,20.71815,0.52604675
81.00061828933302,-24.5246248509681,-5.984010661201678,20.478033,0.9037571
81.03948976378673,-24.531746764965153,-5.919246949539263,19.50799,0.83517265
81.1084852097016,-24.525034211159802,-5.8058241099219225,20.887098,0.6034794
81.01816333324162,-24.52292856109273,-5.4009859127572115,19.422308,0.75535774
81.03445074683677,-24.55213089997697,-5.379904004087521,20.772543,0.7446289
81.04119744482034,-24.5121691818424,-5.28172012071995,19.571009,0.7513771
81.05590223438428,-24.51510546533993,-5.278597982751826,19.194878,0.6774597
81.08545937928925,-24.56316820232552,-5.194010068982719,20.72753,0.69115067
81.01453825835763,-24.52011213049093,-5.185068065405648,20.345453,0.6327667
81.02334344329196,-24.517936251583546,-5.027834625349424,19.18137,0.6371174
81.0715318864555,-24.53068444036102,-4.940541622986314,20.119562,0.55513954
81.04723826705352,-24.525356933510366,-4.871259411163918,14.3271265,0.8572016
81.00389609945177,-24.520448388575954,-4.7716868652469415,20.750834,1.0160103
81.0454078057193,-24.535856436657888,-4.762903967457775,18.667631,0.7361374
81.04143324705133,-24.514051844859676,-4.722450324998721,19.41953,0.7457905
81.02944159826914,-24.53773459495751,-4.692882050786671,19.163551,0.39839745
81.03547444081077,-24.497813244522362,-4.636790507533398,20.087109,0.7425575
81.02626433540222,-24.52585825173959,-4.595642405619132,20.351269,0.9648018
81.05281043580267,-24.53531659390197,-4.532088917784186,19.12618,0.7813873
81.02792471089792,-24.512737128757678,-4.517514436804515,19.278353,0.72507286
81.0539781134354,-24.50749827951151,-4.492458806040721,20.106173,1.0575275
81.0632885409884,-24.541117160399622,-4.488124495548683,18.950138,0.70521927
81.03662177820229,-24.5378764292416,-4.4072870459169105,19.566694,0.9288597
81.02032515992558,-24.49711468990654,-4.40141210892622,20.667795,0.5356922
81.0621443298332,-24.49863395974157,-4.358888649955027,19.22384,1.0954304
81.04341535710262,-24.516284175712176,-4.351706000750798,18.162125,0.8211651
81.08907066542571,-24.54865392931513,-4.335681927411455,20.685915,0.95238686
80.97160176767059,-24.548399624811672,-4.3350648765374284,20.637014,0.67754555
81.06023734335645,-24.509038330622438,-4.32978382838139,19.240238,0.7132416
81.02586989840403,-24.539079179052347,-4.278057152108017,20.820333,0.51652527
81.06222768071115,-24.51465360665566,-4.193513869927555,19.048899,0.71819496
81.10177437081998,-24.545390382458773,-4.10167750162422,20.935295,0.49630547
81.05745276164737,-24.508435986304697,-4.091167113411378,18.70265,0.77521896
81.07725594049971,-24.536764825844646,-4.087111082086107,20.33996,0.6210747
81.06278653269987,-24.577262357634147,-4.050496336679946,20.32657,0.6384983
81.05731159728705,-24.51248893023184,-3.993354530934985,18.704176,0.81337357
81.07545291323727,-24.51263340276455,-3.986455592142193,19.569487,0.6201458
81.01510658659156,-24.528527921921455,-3.8852755810653683,19.818134,0.6473522
81.02796230853548,-24.506098194078916,-3.86319175210561,20.741886,0.623991
81.03133598774347,-24.538743389915595,-3.8167733591010773,20.560299,1.2576523
81.06476012979073,-24.53956503863301,-3.7626690450523164,19.042593,0.8761997
