ra,dec,parallax,g_mag,bp_rp
264.97614964196015,-32.255098759406856,1.9465327300267408,20.443972,3.3927212
265.0009902453673,-32.10340784837922,1.9465900529003637,20.10393,3.728714
264.9269247487947,-32.234689733053635,1.9470952740589436,19.05013,2.8563023
265.1515310847036,-32.13901819508062,1.9480018977648093,20.647821,3.5582714
265.1076119916578,-32.08763859649194,1.9495014464409297,20.559666,2.733059
264.9533914611516,-32.145871645748954,1.950188167406251,19.657463,3.816906
265.1640773896134,-32.34414218019057,1.950272612314473,20.654907,2.8539066
265.0427800118929,-32.12129726441476,1.954598880451491,20.51702,3.2416325
264.9278988311721,-32.19265023718717,1.9551530600105167,20.041452,3.197689
265.2079692140868,-32.23689878184154,1.9577350744535003,19.477333,3.001608
264.8705349996636,-32.195905770236884,1.9581745054627926,14.032019,1.3252954
264.9473436123554,-32.290396353805846,1.958301685141723,20.274372,3.3285904
265.0373655311252,-32.348722586650574,1.9585088921024434,20.520449,2.4386559
265.16937910715313,-32.37523684953284,1.9610054526862823,19.026005,3.2368126
264.95644786779377,-32.18545697139657,1.9610977834376881,19.35958,2.837206
265.15399121631594,-32.22924575226698,1.9621581377061141,19.702309,3.388008
264.96566456122605,-32.15290100954386,1.9627660665534394,19.302511,2.605297
265.05660201711584,-32.34118144784147,1.963035549526133,20.540821,2.7200527
265.19223028776065,-32.13252813865069,1.9630550366272415,20.531042,2.4306107
265.04150211850373,-32.28752645563927,1.9632535065492165,19.761698,2.6071625
265.1018827080116,-32.19437774847245,1.9637147003892486,18.607342,3.1812
265.02613518605716,-32.32548090964992,1.9638274285849149,19.85961,3.464693
265.1946089382517,-32.2585513627947,1.9662196006242827,20.446404,3.2481937
265.0519083916561,-32.22873925925666,1.9666616139235202,16.446743,2.1428947
264.97957706540575,-32.28761117434067,1.96688683511051,17.993607,2.7489223
264.91045811700735,-32.2195287488168,1.9674988077613353,20.594715,2.0852318
265.2407693087251,-32.19426413318502,1.9684057848096954,20.636211,2.9424038
265.0503913779783,-32.33137343004908,1.9684798942559298,20.161028,1.6070156
264.9387134018495,-32.290353334683644,1.9686038378814754,19.656841,3.1026287
265.15009085769344,-32.34793504239132,1.9693212477222823,18.706182,2.458931
265.04516386414883,-32.16565099193329,1.9696081267364027,18.50284,2.2468624
265.0244184508406,-32.14100348155788,1.9703559938861137,17.731339,2.87142
265.16594774643596,-32.291233541294005,1.9708133096835405,20.458359,2.5613403
265.1560823758055,-32.154807077867204,1.9710735420831287,20.563738,2.507145
265.0124773332191,-32.22214854880348,1.9711941388324639,9.835334,0.3723402
264.9564734428408,-32.15426388574274,1.9718055090403377,20.15337,2.916027
265.2389293584085,-32.16874582892889,1.9719572128805545,20.385923,3.425373
265.1786792450327,-32.30998236914978,1.972460430436187,19.274422,2.947853
265.08662518143205,-32.395337930799975,1.9727397260091228,20.198883,3.798811
264.99175026379754,-32.339066429541475,1.973088289382121,20.554232,1.5644627
265.13328890422,-32.35819089519408,1.9736602738103928,20.47129,2.9892445
265.06025915871083,-32.34957262291008,1.9740140062857487,20.300795,1.0734043
265.00020007404834,-32.20863651063437,1.9783166417408549,20.135569,2.8304424
265.02862440821434,-32.39731251814685,1.9789203592747264,20.40551,2.4672947
265.14361817891483,-32.12209191416851,1.9802229490575105,18.340618,2.9061413
265.1978569504539,-32.2670205672391,1.980575986233461,20.214354,2.9474926
265.17000032243055,-32.14376944913906,1.9807206090735359,18.072468,2.5086098
264.99977059027265,-32.32311111164625,1.9814595466888563,20.26694,2.2154503
265.1624332110857,-32.231359614603726,1.9816719201654769,18.479332,2.5423927
265.1152837817253,-32.24196445114602,1.9819275445135283,20.610615,2.4544144
265.1556832601083,-32.34081721750769,1.9831361930256726,18.836367,4.230625
264.97699759313866,-32.193358370553966,1.9860428221270956,20.438189,3.8252354
264.99574636839674,-32.34818496143375,1.9863730734042122,15.733989,1.8152914
265.0775777296026,-32.10195960827988,1.9873982196355429,20.474653,2.7260456
264.98690186136855,-32.1568341066254,1.9884513188178912,19.434776,3.3243885
265.0092542818975,-32.21048100604501,1.9898855561027862,17.13439,2.9306345
265.0351447155124,-32.09993804019521,1.9904950959900396,18.781975,2.6460915
264.94006152779224,-32.15572307392116,1.9909388702323614,20.282114,3.6813965
265.00668947168407,-32.217388159478354,1.992017353182344,19.838179,3.3132362
265.0873224094541,-32.32262984635982,1.9959514806848238,20.369637,4.4083824
265.1874058959131,-32.12576193479762,1.9961279015755649,20.433886,1.3917828
265.1085829069287,-32.095420429422305,1.9962156323956075,18.645433,3.2278996
265.0242037244802,-32.17496481115084,1.9970660599506802,20.111834,3.3031616
265.1765431745688,-32.16512428857767,1.9973429516749266,20.753237,2.750599
265.1777591345911,-32.332850160023916,1.997583917508228,20.324366,2.706852
265.13200786609104,-32.173061943802644,1.9977230689765844,18.519558,2.6747437
265.09938436835586,-32.24987021733754,1.997771117692422,17.994658,2.5450974
265.021542849659,-32.09693761197681,1.998077964128997,19.080105,3.7253952
265.10847399270233,-32.21171723920351,1.9985911908206726,19.250992,2.7703094
265.1382207663795,-32.36081053919504,1.9992686903560881,20.175108,3.0781612
265.21198511965605,-32.26815357164824,2.0002758273340424,20.082436,2.5297127
265.08604864425945,-32.33976854281126,2.0004070185177323,19.874123,2.4274635
265.0657176585095,-32.308395984752,2.0017825596558394,20.610256,1.752203
264.9538648816315,-32.18465878408367,2.0020218010169484,15.516154,1.7983742
264.93627120351266,-32.1206622110699,2.002340371788771,19.53853,2.5754623
265.0507743058739,-32.305021253023696,2.002603145301728,20.549746,1.7748203
264.9186288885802,-32.176586108779524,2.0037160789588864,18.1084,3.000784
265.2557302887258,-32.22515673226714,2.0041390270104102,19.935291,2.2993965
264.9902097882034,-32.38607166647998,2.0052806696498306,20.36131,2.5524101
265.1195693487234,-32.307039929997416,2.00591846256598,19.813747,2.7821693
265.05792204135554,-32.21791386797215,2.0060786695459103,14.306129,1.1312027
265.15686124535574,-32.36469218068701,2.0075683557398407,19.774427,2.3423042
265.0119686963618,-32.215607833114795,2.009170017579341,20.487885,2.1077366
265.2199138353321,-32.26449147911908,2.0104088231962964,20.155834,2.5789642
264.98191946599366,-32.36418120413714,2.010760510071429,20.154732,2.3750916
265.2038246217367,-32.21185308947075,2.0108664223879913,18.489511,3.044279
264.9307438690594,-32.30610582692079,2.0115434825825,20.16485,2.794115
265.00207874431777,-32.36374703079965,2.01219232622995,19.336369,3.1958046
265.0244842155146,-32.213269350905115,2.0131404197517244,18.043728,3.319851
264.9830201250926,-32.217155225090394,2.0150746028225512,20.009481,2.806055
265.00619115475666,-32.08744644098425,2.0171325661383905,18.149817,2.8992558
265.0726078557752,-32.18802641737172,2.0173602292886232,20.64133,3.1343575
264.95140550789023,-32.18546309350885,2.020379202094238,20.435966,3.1306667
265.2209003523429,-32.28997832446303,2.020610155078333,20.17063,3.2679234
265.03015854618707,-32.38973501883787,2.0209716257539205,20.653534,2.3276157
265.0100462424026,-32.37284111250057,2.021409212057383,20.371672,2.7888947
264.99807442343126,-32.384731051311796,2.021439292755685,19.482111,2.5524082
265.0173596896516,-32.17764295586453,2.0221673041220023,19.915789,2.7703114
265.06177677428315,-32.3653570250655,2.023772464427867,20.17751,2.0988693
265.11230508636476,-32.37284425683068,2.025298930018826,20.375803,2.5264206
265.054549556726,-32.31643952378428,2.0269686243796183,20.51488,2.7830944
265.1413062683367,-32.27820821459443,2.0294484935066777,20.029858,3.5528488
265.01521350499024,-32.380885646262875,2.030503406262626,20.140125,2.3920612
265.22453243401424,-32.29550074296733,2.0311613612127744,20.311974,3.0003567
265.0312477143975,-32.236733577993334,2.0316998263818657,18.801493,2.9699612
264.9820293247249,-32.3494982538965,2.032101216364745,19.425732,3.456812
265.06817151128257,-32.30060743853634,2.032483244982588,19.258465,2.2648354
265.0565166612044,-32.186515589055155,2.0325390122254845,20.44612,2.7201157
265.2304876442586,-32.24872460968942,2.032855025872553,20.14596,2.7294617
265.09878987742974,-32.21196165939067,2.0329248897407184,20.138462,3.4084072
265.243938613915,-32.21448931076728,2.0344072167206924,5.3304176,1.908535
264.9708188508148,-32.294242942688655,2.0372910390167918,9.66902,0.14840126
264.8731856085484,-32.27709803893526,2.038383667772275,17.184572,2.7109785
265.12742416235693,-32.36093258792613,2.04151441519949,20.168062,3.8530102
265.04147685839587,-32.379947369344734,2.0420484203600076,20.715113,2.5253754
264.993772399815,-32.15528221448777,2.043161943584657,15.215748,1.8218546
265.1664123601769,-32.31939860781475,2.0441764548742256,19.471827,4.145624
265.131078910302,-32.30733866702518,2.0441946224355743,17.237045,2.491005
265.18063681195855,-32.15569043225129,2.0447869660706863,7.228604,5.784035E-4
264.95681576801,-32.26575620469279,2.045759754920094,18.570257,2.8862038
265.01346135454014,-32.18761418952191,2.0472256958088146,19.988976,3.4008732
265.1361449485124,-32.217760800622514,2.0484170501704435,18.169743,2.8519058
264.95925819995773,-32.16087065113162,2.0497625347759354,17.463839,2.9747372
265.2419340844713,-32.19804469609539,2.0499416079677197,18.536266,3.09474
265.023304535656,-32.204326929322185,2.052009598037742,19.268522,3.6931133
264.9669103666553,-32.27428906600914,2.0522928995724414,20.45301,2.379528
265.0112840213008,-32.39639694340385,2.052913220269775,20.267588,3.0025501
265.05897459369277,-32.34007331491515,2.0548685594404756,19.723343,2.7631912
265.0288318935404,-32.35296753785105,2.0556780937429457,20.385557,2.8318558
265.2126548318139,-32.2101523462628,2.0566325441651827,20.771881,2.964182
265.0130619806941,-32.234443209469134,2.0570539342768583,14.156334,1.2410469
264.9650997671956,-32.196564427512406,2.0572268382015166,20.459455,3.5854397
264.9578583674667,-32.200056760233025,2.057315991067266,17.965302,2.9794827
264.96118033520145,-32.35197663814728,2.057402690582229,20.592672,2.3380508
265.12264434690223,-32.275712756269485,2.057749220109399,11.924471,0.8050537
265.14603812382376,-32.23909675049829,2.05900063294023,19.977974,3.5738392
265.13262573127713,-32.22792091025348,2.060050443634081,20.68352,1.6288662
264.9652329921741,-32.166162852646245,2.060085158813222,17.41626,2.953085
265.10302528697525,-32.19039804013633,2.0601063825217625,16.488752,2.1198864
264.9675824423541,-32.27991234809723,2.0601263351479884,20.46533,1.47925
265.1173427418826,-32.24913538831291,2.0604823313531067,20.048832,2.3736362
265.15193468602854,-32.23148883675826,2.0606352501449097,19.163593,4.19166
265.20807014040236,-32.18252209185793,2.06087923333177,19.909874,2.8710861
265.0407821082089,-32.32530511437405,2.0617698021781847,18.750776,3.1292114
264.93495353448867,-32.33811931921029,2.0621708625497734,20.50008,2.213356
265.2135219959309,-32.193121911419176,2.062458370932744,19.632517,3.070488
265.1222043022283,-32.306968683852205,2.062748883123169,18.480814,2.841816
265.0731160156717,-32.10169490739441,2.064975988892409,18.106749,2.971365
265.0452152887626,-32.3023680905817,2.0655819531843522,20.218042,-0.21312714
264.8780559751335,-32.21753770615897,2.066227801635642,18.95266,2.22324
264.9466589010964,-32.16779840131605,2.0671518816692402,19.820604,3.0478992
265.1362876360039,-32.2251569923626,2.0680264167327214,19.715118,3.2300873
264.940419389396,-32.208305788900546,2.068058354350191,18.036987,2.6877594
265.0465370945231,-32.12414544128992,2.068244345623082,20.443844,4.057396
265.0108079396233,-32.22372387957792,2.0698672151672577,17.757593,2.344881
265.1043216813105,-32.18638047352634,2.0702686759107505,20.658516,3.163681
265.11896148635816,-32.344192338500065,2.0706642247903013,20.414177,2.3616447
265.13827784520544,-32.24685621538246,2.0716530294070417,20.460169,2.42947
265.0550912194031,-32.09578337447775,2.0739838440585747,20.48899,3.260746
265.213742070712,-32.16973715664557,2.074001630560961,20.70237,2.9176235
264.9303353302231,-32.3013894831613,2.0746856881561806,20.065578,3.5737553
265.22280604581533,-32.31185545607602,2.0753970666674726,10.388164,0.27636528
265.07021405041,-32.26553939639176,2.075521184243196,10.174797,0.26112652
264.9689384203142,-32.23613390089379,2.0758853753978515,20.186375,2.3048382
265.1062999492814,-32.10842582198696,2.0760678581729812,18.323196,3.0914268
265.17930121481754,-32.29433946059506,2.076385066614248,20.733776,2.613655
265.160346349346,-32.343693311833235,2.0766515561552663,20.478415,2.7599373
265.01670148697934,-32.12700167630312,2.0789354913529943,14.186377,1.3380785
265.09972999812646,-32.29469042682961,2.079052926713047,17.550077,2.8392563
265.05403387371905,-32.28314121685224,2.0796435005134373,18.066597,3.16601
264.99462632055634,-32.12785952200042,2.08063793000725,18.068798,3.0030518
264.95082601813465,-32.292544689609606,2.0806866611215584,19.770277,3.0720959
265.08659833064473,-32.36668626121268,2.0807041370074244,20.147608,2.6112747
265.22171917945224,-32.2465573922404,2.0809789561149135,19.898382,2.917366
265.10251073952196,-32.3366023679836,2.0814332148645804,17.035833,2.3734026
265.07509115567797,-32.212148244829955,2.08191821115181,16.370277,2.3853588
265.13691305305065,-32.25496616720175,2.0826778377442468,18.145264,2.8403988
265.2114314292977,-32.16406073062907,2.083940618726443,20.592445,2.9634705
265.0472200431403,-32.39957744235588,2.084237757455353,17.50448,2.5730858
265.01588007678765,-32.23999983309695,2.0852506244959637,13.994776,1.202652
265.157051951062,-32.32707961350105,2.0865273974605114,8.746859,0.082826614
265.13543180914303,-32.188833901278024,2.0865875876842033,19.122852,2.715887
265.05729328424326,-32.359708928653156,2.0891144989165924,16.76199,2.1679783
264.9553929976847,-32.35218040112603,2.0893415160715514,17.08595,2.3220825
265.049697132504,-32.25275823773806,2.089435451117368,19.748724,2.3401566
264.95173299258835,-32.292383120298105,2.0900246693243676,20.54276,2.1678257
265.06272169663777,-32.27249355516114,2.0908914501216844,20.388842,3.164217
264.9847431002138,-32.21071201226631,2.0909260646517787,15.316191,1.5669708
264.9568790438641,-32.36611244397845,2.092956219328871,10.844948,0.66770935
264.88584017666767,-32.18878391420187,2.0932520639392096,20.119375,3.4008007
265.0417352261144,-32.24850447896383,2.0936716300281293,19.70948,3.1093998
264.9207802511981,-32.32615289206616,2.0955735898889007,19.24354,3.17033
